SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$450.00,Arion Vins & Alcools Sarl,1989LYNCHBAGESPAUILLAC(LOOSE),Switzerland
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$470.65,Aabalat Fine & Rare Wines,1989Lynch Bages PauillacRed Blend,USA (CA)
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$481.07,Vinum Fine Wines,1989Ch Lynch BagesBot,Singapore
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$495.00,Sokolin & Co.,1989Lynch Bages(12-PackOWC),USA (NY)
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$505.34,Y18 Elegant Spirits Ltd.,Lynch Bages1989750ml,Hong Kong
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$525.00,Sotheby's Wine New York Retail,1989Lynch BagesPauillac,USA (NY)
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$600.00,Wally's Wine & Spirits,1989Chateau Lynch Bages750mL2008,USA (CA)
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$689.06,Crump Richmond & Shaw Fine Wines,1989Lynch Bages,UK
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$786.00,Wilkinson Vintners,1989Ch Lynch BagesRed Bordeaux,UK
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$999.00,Station Plaza Wine,Chateau Lynch-Bages Pauillac1989Bordeaux,USA (NY)
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$1125.00,Sokolin & Co.,1989Lynch Bages,USA (NY)
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$1913.74,Millesimes SA,1989Lynch Bages5eme Grandcruclasse PauillacBordeauxrouge,France
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$2534.85,Crump Richmond & Shaw Fine Wines,1989Lynch Bages,UK
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$3576.005,TopWines Switzerland SA,1989Lynch Bages Pauillac,Switzerland
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$4129.12,Crump Richmond & Shaw Fine Wines,1989Lynch Bages,UK
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$4165.80,Veblen Wines Ltd.,1989Lynch Bages,UK
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$4636.26,FinestWine,1989Chateau Lynch Bages Red Bordeaux Pauillac France,France
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$5043.50,Wilkinson Vintners,1989Ch Lynch BagesRed Bordeaux,UK
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$5715.95,Y18 Global Offer,Ch Lynch Bages1989(12x750ml),Hong Kong
11500,Ch Lynch Bages,1989,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1989/-/-/u,$5772.88,Vinum Fine Wines,1989Ch Lynch Bages(12bot/OWC)Case,Singapore
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$102.52,Comptoir des Millesimes,Chateau Lynch Bages1997Pauillac,France
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$105.00,Best Wine Prices GmbH,Chateau Lynch Bages1997,Switzerland
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$125.04,Colombier Vins Fins Ltd,Chateau Lynch-Bages5eme Grand Cru ClassePaulliacBordeauxFrance1997,UK
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$134.20,Superb Wine Company,1997Lynch Bages[OW Cof12]5eme Grand Cru Classe,Hong Kong
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$137.00,The Redd Collection,1997Ch Lynch Bages,USA (CA)
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$146.18,FinestWine,1997Chateau Lynch Bages Red Bordeaux Pauillac France,France
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$150.05,Winebuyers.com,Chateau Lynch-Bages5Eme Grand Cru ClassePaulliacBordeauxFrance1997FranceBordeaux,UK
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$151.45,Y18 Elegant Spirits Ltd.,Lynch Bages1997750ml,Hong Kong
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$175.00,Sokolin & Co.,1997Lynch Bages,USA (NY)
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$294.00,TopWines Switzerland SA,1997Lynch Bages Pauillac,Switzerland
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$707.40,Wilkinson Vintners,1997Ch Lynch BagesRed Bordeaux,UK
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$778.14,Crump Richmond & Shaw Fine Wines,1997Lynch Bages,UK
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$1357.16,Crump Richmond & Shaw Fine Wines,1997Lynch Bages,UK
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$1414.80,Wilkinson Vintners,1997Ch Lynch BagesRed Bordeaux,UK
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$1713.10,Y18 Global Offer,Ch Lynch Bages1997(12x750ml),Hong Kong
11501,Ch Lynch Bages,1997,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1997/-/-/u,$1754.26,FinestWine,1997Chateau Lynch Bages Red Bordeaux Pauillac France,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$112.77,Vins & Millesimes,BordeauxPauillacLynch BagesLynch Bages1998Red,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$119.00,AMP International Trading,1998CHATEAULYNCH&BAGESROUGE*(FranceBordeauxPauillacred),Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$120.00,Best Wine Prices GmbH,Chateau Lynch Bages1998,Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$124.45,Hatton & Edwards,1998Chateau Lynch Bages(DP),UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$125.30,Vins & Millesimes,BordeauxPauillacLynch BagesLynch Bages1998Red,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$125.30,Vins Grands Crus,Chateau Lynch Bages1998[5emeGCC1855],France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$127.46,Friarwood Fine Wines,199837.5CL Chateau Lynch-BagesBordeauxCabernet SauvignonCabernet FrancMerlotPetit Verdot,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$128.38,Crump Richmond & Shaw Fine Wines,1998Lynch Bages,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$135.00,Lucullus,Chateau Lynch-Bages19985ieme Cru ClassePauillacACMC,Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$139.00,Flickinger Wines,1998Ch.Lynch Bages Pauillac,USA (IL)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$140.17,Wilkinson Vintners,1998Ch Lynch BagesRed Bordeaux,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$144.10,WinePro,1998Lynch BagesBordeaux Red,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$147.52,FinestWine,1998Chateau Lynch Bages Red Bordeaux Pauillac France,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$150.81,Multa Wine,PAUILLACLYNCHBAGES1998,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$153.75,Y18 Elegant Spirits Ltd.,Lynch Bages1998750ml,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$156.00,TopWines Switzerland SA,1998Lynch Bages Pauillac,Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$157.84,Y18 Elegant Spirits Ltd.,Lynch Bages1998750mlOWC,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$164.00,The Redd Collection,1998Ch Lynch Bages,USA (CA)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$168.70,On Excel Fine Wines Limited,1998Lynch Bages,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$169.00,Westgarth Wines,1998Lynch Bages,USA (CA)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$172.28,Kerry Wines,Chateau Lynch Bages5eme Cru ClassePauillac1998,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$176.37,RNG Wine Ltd,Chateau Lynch Bages1998,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$189.15,King's Wine Cellar,Chateau Lynch Bages1998750mlbordeaux,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$189.99,K&L Wine Merchants,1998Lynch-Bages Pauillac,USA (CA)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$192.64,Winebuyers.com,Chateau Lynch Bages1998RedCabernet SauvignonMerlotFranceBordeaux,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$205.00,Sokolin & Co.,1998Lynch Bages,USA (NY)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$209.00,Sotheby's Wine New York Retail,1998Lynch BagesPauillac,USA (NY)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$615.13,IDealwine UK - Retail,1998Chateau Lynch Bages5eme Grand Cru ClassePauillac,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$615.13,IDealwine Hong Kong - Retail,1998[Lot4]Chateau Lynch Bages5eme Grand Cru ClassePauillac,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$615.13,IDealwine France - Retail,1998[Lot4]Chateau Lynch Bages5eme Grand Cru ClassePauillac,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$615.13,IDealwine Germany - Retail,1998Chateau Lynch Bages5eme Grand Cru ClassePauillac,Germany
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$885.10,FinestWine,1998Chateau Lynch Bages Red Bordeaux Pauillac France,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$894.73,Crump Richmond & Shaw Fine Wines,1998Lynch Bages,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1200.00,TopWines Switzerland SA,1998Lynch Bages Pauillac,Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1213.825,Millesima - Italy,Chateau Lynch-Bages1998Pauillac Rosso5ecruclasse,Italy
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1213.825,Millesima - Belgium,Chateau Lynch-Bages1998Pauillac Rosso5ecruclasse,Belgium
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1234.055,Millesima - France,Chateau Lynch-Bages1998Pauillac Rouge5ecruclasse,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1234.915,Millesima - Suisse Francaise,Chateau Lynch-Bages1998Pauillac5ecruclasseRouge,Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1234.915,Millesima - Suisse Allemande,Chateau Lynch-Bages1998Pauillac Rot5ecruclasse,Switzerland
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1244.435,Millesima - Germany,Chateau Lynch-Bages1998Pauillac Rot5ecruclasse,Germany
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1257.745,Millesima - UK,Chateau Lynch-Bages1998Pauillac Red5ecruclasse,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1458.095,FinestWine,1998Chateau Lynch Bages Red Bordeaux Pauillac France,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1528.555,Millesima - Hong Kong,Chateau Lynch-Bages1998Pauillac Red5ecruclasse,Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1598.20,Nickolls and Perks,1998Lynch Bages5th Cru Pauillac[Case-12/75cl][Lynch Bages5th Cru Pauillac],UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1701.575,Millesima - Singapore,Chateau Lynch-Bages1998Pauillac Red5ecruclasse,Singapore
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1750.005,Millesima - USA,Chateau Lynch-Bages1998PauillacFifth GrowthRed,USA (NY)
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1828.76,Crump Richmond & Shaw Fine Wines,1998Lynch Bages,UK
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$1936.52,FinestWine,1998Chateau Lynch Bages Red Bordeaux Pauillac France,France
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$2009.09,Y18 Global Offer,Chateau Lynch Bages Chateau Lynch Bages1998(12x750ml),Hong Kong
11502,Ch Lynch Bages,1998,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/1998/-/-/u,$2025.00,Westgarth Wines,1998Lynch Bages,USA (CA)
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$91.70,Seckford Wines,Ch Lynch Bages2002(binsoiled),UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$91.70,Seckford Wines,Ch Lynch Bages2002,UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$106.78,Winkler Wines Retail,Lynch-Bages200275cl,Switzerland
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$107.08,IDealwine UK - Retail,2002Chateau Lynch Bages5eme Grand Cru ClassePauillac,UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$107.08,IDealwine Hong Kong - Retail,2002[Lot5545]Chateau Lynch Bages5eme Grand Cru ClassePauillac,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$107.08,Premiers Grands Crus,Chateau Lynch-Bages2002Pauillac Grand Cru Classe,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$107.08,IDealwine France - Retail,2002[Lot5545]Chateau Lynch Bages5eme Grand Cru ClassePauillac,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$107.08,IDealwine Germany - Retail,2002Chateau Lynch Bages5eme Grand Cru ClassePauillac,Germany
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$108.22,Vins & Millesimes,BordeauxPauillacLynch BagesLynch Bages2002Red,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$110.00,Best Wine Prices GmbH,Chateau Lynch Bages2002,Switzerland
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$111.63,L'Enseigne du Bordeaux,2002Lynch Bages-Pauillac5Eme Grand Cru ClassE-Bordeauxrouge,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$112.01,SoDivin,CHATEAULYNCHBAGES2002Pauillac Bordeaux,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$112.77,Best of Wines,Chateau Lynch Bages2002,Netherlands
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$112.77,Vins Grands Crus,Chateau Lynch Bages2002[5emeGCC1855],France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$116.59,Crump Richmond & Shaw Fine Wines,2002Lynch Bages,UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$120.43,Berry Bros & Rudd,2002Ch.Lynch BagesPauillac Cab.Sauvignon BlendRed Bordeaux,UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$123.31,Cult Wines HK,2002Chateau Lynch-BagesBordeaux(Red),Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$124.45,Crystle Limited,2002Chateau Lynch Bages,UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$124.61,Elegant Fine Wine (H.K) Limited,2002Lynch Bages,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$124.95,Real Wine,2002Chateau Lynch-Bages,USA (FL)
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$125.30,Cave du Connaisseur,2002Ch.Lynch-BagesChateau-AbfullungPauillacBordeauxFrankreich,Germany
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$129.08,Conti Int'l HK Trading Co Ltd.,2002Lynch BagesPauillac,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$130.00,AMP International Trading,2002CHATEAULYNCH&BAGESROUGE*(FranceBordeauxPauillacred),Switzerland
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$131.00,TopWines Switzerland SA,2002Lynch Bages Pauillac,Switzerland
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$131.64,East Power Vins Limited,5th GrowthLynch Bages2002,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$131.64,Ganpei Vintners Limited,2002Lynch Bages,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$132.90,FinestWine,2002Chateau Lynch Bages Red Bordeaux Pauillac France,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$132.92,Y18 Elegant Spirits Ltd.,Lynch Bages2002750mlOWC[#],Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$134.20,Wine Walker (HK) Limited,Ch.Lynch Bages2002FrancePauillac,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$135.00,Vinfolio,2002Lynch-Bages750ML,USA (CA)
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$136.70,WineTip s.r.l.,2002LYNCHBAGES,Italy
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$137.00,The Redd Collection,2002Ch Lynch Bages,USA (CA)
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$140.59,Skysun Wines Investment Company Limited,2002CHATEAULYNCHBAGESBordeauxPAUILLACLynch BagesBordeaux Red,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$149.53,King's Wine Cellar,Chateau Lynch Bages2002750mlbordeaux,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$149.53,On Excel Fine Wines Limited,2002Lynch Bages,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$153.37,Kerry Wines,Chateau Lynch Bages5eme Cru ClassePauillac2002,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$154.39,Y18 Elegant Spirits Ltd.,Lynch Bages2002750ml,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$185.03,Crystal Wines,Ch Lynch Bages2002,Singapore
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$201.93,Major Cellar,2002Lynch Bages,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$215.30,IDealwine Germany - Retail,2002Chateau Lynch Bages5eme Grand Cru ClassePauillac,Germany
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$215.30,IDealwine France - Retail,2002[Lot4116]Chateau Lynch Bages5eme Grand Cru ClassePauillac,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$215.30,IDealwine Hong Kong - Retail,2002[Lot4116]Chateau Lynch Bages5eme Grand Cru ClassePauillac,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$215.30,IDealwine UK - Retail,2002Chateau Lynch Bages5eme Grand Cru ClassePauillac,UK
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$255.61,Ganpei Vintners Limited,2002Lynch Bages,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$314.40,On Excel Fine Wines Limited,2002Lynch Bages,Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$475.00,Cellaraiders,2002Lynch Bages,USA (NY)
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$569.57,Millesimes SA,2002Lynch Bages5eme Grandcruclasse PauillacBordeauxrouge,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$669.81,FinestWine,2002Chateau Lynch Bages Red Bordeaux Pauillac France,France
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$697.18,Cru World Wine - Hong Kong,Lynch Bages2002(12x37.5cl),Hong Kong
11503,Ch Lynch Bages,2002,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2002/-/-/u,$703.8,Cru World Wine - Singapore,Lynch Bages2002(12x37.5cl),Singapore
11505,Ch Lynch Bages,2005,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2005/-/-/u,$91.13,May Wines KG,Chateau Lynch Bages2005(DEMI),Austria
11505,Ch Lynch Bages,2005,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2005/-/-/u,$149.34,Crump Richmond & Shaw Fine Wines,2005Lynch Bages,UK
11505,Ch Lynch Bages,2005,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2005/-/-/u,$155.49,ChristiWines,Chateau Lynch Bages2005Bordeaux France,France
11505,Ch Lynch Bages,2005,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2005/-/-/u,$157.20,Ganpei Vintners Limited,2005Lynch Bages,Hong Kong
11505,Ch Lynch Bages,2005,750ml,https://www.wine-searcher.com/find/ch+lynch+bages/2005/-/-/u,$158.34,Best of Wines,Chateau Lynch Bages2005,Netherlands
